text_id,content_text,author_type,model_source,prompt_complexity_score,perplexity_score,burstiness_index,syntactic_variability,semantic_coherence_score,lexical_diversity_ratio,readability_grade_level,generation_confidence_score
TXT_0415,learning algorithm detection pattern data research content analysis analysis algorithm data network analysis network,Human,GPT-4,0.404,83.89,0.372,0.193,0.811,0.99,11.4,0.479
TXT_0416,research algorithm pattern data data language detection detection generation content,AI,Claude,0.215,28.4,0.456,0.745,0.829,0.808,10.7,0.723
TXT_0417,learning language system model algorithm research data content network algorithm system,Human,Claude,0.356,26.75,0.177,0.127,0.57,0.188,15.2,0.393
TXT_0418,algorithm system data model system data data model learning algorithm language analysis analysis,AI,Gemini,0.284,21.31,0.634,0.104,0.306,0.212,15.3,0.217
TXT_0419,network detection network detection language analysis research analysis network content language,Human,Gemini,0.176,22.45,0.364,0.71,0.218,0.34,15.7,0.759
TXT_0420,network research algorithm detection analysis model content data research network detection model system,AI,Human,0.743,77.33,0.852,0.209,0.327,0.318,6.4,0.784
TXT_0421,analysis pattern learning research system system system data research pattern algorithm,Human,Human,0.252,52.27,0.757,0.307,0.628,0.957,6.8,0.923
TXT_0422,pattern algorithm model generation content content algorithm generation pattern generation analysis,AI,Claude,0.454,80.46,0.611,0.475,0.173,0.789,12.4,0.376
TXT_0423,research generation network language content network model generation learning,AI,GPT-4,0.386,77.16,0.364,0.449,0.259,0.724,11.0,0.506
TXT_0424,analysis detection analysis language system detection data generation,AI,GPT-4,0.982,64.42,0.21,0.709,0.468,0.186,5.2,0.363
TXT_0425,content data model language algorithm generation research research generation,AI,Human,0.391,71.77,0.776,0.623,0.233,0.91,5.7,0.257
TXT_0426,system system detection pattern research learning detection content research learning,Human,Gemini,0.08,11.65,0.486,0.644,0.589,0.828,14.8,0.751
TXT_0427,data learning data model network model research data research detection generation,Human,Claude,0.09,38.06,0.225,0.714,0.923,0.164,14.6,0.34
TXT_0428,analysis research content detection learning detection language model,AI,Claude,0.591,67.4,0.195,0.293,0.748,0.871,8.9,0.428
TXT_0429,learning analysis data generation content generation network detection research data network detection,Human,GPT-4,0.599,10.84,0.165,0.322,0.666,0.272,14.8,0.404
TXT_0430,learning model content pattern language analysis analysis pattern learning system analysis content learning,AI,Human,0.419,12.97,0.777,0.438,0.583,0.081,11.5,0.713
TXT_0431,analysis generation learning content pattern generation research research analysis generation,AI,GPT-4,0.432,86.67,0.229,0.307,0.488,0.657,13.9,0.918
TXT_0432,detection research model data learning detection network content language,Human,GPT-4,0.054,71.56,0.527,0.985,0.187,0.654,9.7,0.667
TXT_0433,learning pattern detection content detection generation data algorithm language analysis detection content content generation,Human,Human,0.517,33.88,0.452,0.814,0.895,0.095,6.2,0.472
TXT_0434,learning pattern algorithm system analysis network system learning analysis,AI,Gemini,0.505,71.92,0.58,0.165,0.249,0.319,9.8,0.779
TXT_0435,network detection model algorithm detection pattern model data,Human,Claude,0.15,81.32,0.877,0.006,0.091,0.993,10.0,0.641
TXT_0436,generation analysis detection model system generation model research data learning detection pattern algorithm,AI,Gemini,0.104,37.61,0.868,0.043,0.75,0.678,11.1,0.061
TXT_0437,data generation research analysis system algorithm detection algorithm data generation analysis content pattern,Human,Human,0.124,13.24,0.451,0.244,0.176,0.73,6.2,0.096
TXT_0438,detection content system analysis language language analysis research network content model algorithm detection,Human,Human,0.101,93.95,0.015,0.114,0.372,0.213,15.9,0.038
TXT_0439,model pattern generation detection detection language research generation algorithm learning model language,Human,Claude,0.61,41.07,0.426,0.533,0.028,0.079,7.7,0.457
TXT_0440,network language model model research detection generation content pattern learning,Human,Gemini,0.196,19.58,0.606,0.858,0.137,0.277,7.2,0.826
TXT_0441,system pattern detection research algorithm learning language analysis system data research model content,Human,Claude,0.251,54.27,0.558,0.737,0.173,0.249,10.8,0.313
TXT_0442,research research network pattern network analysis generation language,AI,GPT-4,0.174,79.16,0.651,0.216,0.054,0.235,10.9,0.384
TXT_0443,model system data pattern learning data data learning network analysis learning language,Human,GPT-4,0.958,29.95,0.154,0.399,0.657,0.193,9.8,0.909
TXT_0444,detection algorithm generation system content network pattern generation learning algorithm content,Human,GPT-4,0.855,34.25,0.647,0.508,0.837,0.575,13.5,0.837
TXT_0445,system system network learning generation analysis generation generation system analysis analysis network,AI,Gemini,0.23,31.84,0.183,0.81,0.373,0.328,10.7,0.665
TXT_0446,content research data pattern data system research content research network generation system,AI,GPT-4,0.328,99.25,0.751,0.839,0.875,0.82,11.7,0.267
TXT_0447,language system data content research content pattern network,AI,Claude,0.21,27.77,0.339,0.91,0.213,0.184,13.0,0.117
TXT_0448,pattern learning system pattern analysis system algorithm network model network research language model research,Human,Gemini,0.492,61.8,0.71,0.509,0.325,0.465,5.3,0.016
TXT_0449,analysis analysis detection generation data generation generation language data learning model content generation,Human,Claude,0.02,93.27,0.048,0.694,0.151,0.014,11.3,0.107
TXT_0450,detection system system research data research language algorithm algorithm detection pattern,AI,Human,0.671,23.22,0.408,0.112,0.621,0.482,14.7,0.293
TXT_0451,analysis analysis data data generation algorithm generation analysis,AI,Gemini,0.523,97.38,0.705,0.565,0.42,0.056,5.2,0.552
TXT_0452,model model data pattern research analysis model pattern pattern analysis network pattern,AI,Claude,0.899,95.27,0.227,0.249,0.613,0.978,9.5,0.064
TXT_0453,system algorithm generation analysis system pattern network generation analysis data system generation,AI,Claude,0.164,89.61,0.795,0.432,0.762,0.791,15.2,0.136
TXT_0454,system network analysis analysis analysis detection content detection,Human,Gemini,0.804,29.31,0.631,0.634,0.546,0.49,8.9,0.181
TXT_0455,data pattern network detection generation language content research language content algorithm algorithm,Human,Human,0.792,67.06,0.588,0.257,0.628,0.087,10.0,0.632
TXT_0456,pattern content research content data language data research,Human,Gemini,0.127,78.48,0.354,0.052,0.935,0.592,15.8,0.616
TXT_0457,system pattern data data model content pattern data,Human,GPT-4,0.399,98.74,0.482,0.01,0.299,0.759,7.2,0.551
TXT_0458,network content algorithm model data model algorithm research research language,Human,GPT-4,0.17,26.24,0.597,0.022,0.359,0.191,5.7,0.251
TXT_0459,content algorithm learning language learning content analysis pattern model model pattern pattern research learning,AI,Human,0.255,78.94,0.472,0.008,0.718,0.568,14.5,0.371
TXT_0460,detection generation pattern data data data research algorithm detection system learning detection,Human,Claude,0.263,40.49,0.698,0.11,0.611,0.814,14.6,0.097
TXT_0461,learning detection generation detection detection detection model analysis content language language,AI,Claude,0.556,25.81,0.434,0.239,0.179,0.768,10.2,0.226
TXT_0462,pattern algorithm content learning algorithm content generation generation network,AI,Claude,0.411,47.92,0.202,0.221,0.376,0.803,10.7,0.898
TXT_0463,system generation learning analysis data network data language pattern detection system language,AI,Gemini,0.948,81.45,0.214,0.987,0.468,0.879,14.2,0.98
TXT_0464,language research pattern generation analysis system data network,Human,Gemini,0.126,51.84,0.006,0.306,0.419,0.938,13.1,0.648
TXT_0465,learning generation network network research generation language generation pattern,AI,Human,0.974,58.38,0.301,0.127,0.178,0.406,7.9,0.917
TXT_0466,detection research algorithm algorithm detection content algorithm pattern detection model language generation,Human,GPT-4,0.231,99.56,0.749,0.546,0.924,0.569,5.2,0.643
TXT_0467,detection analysis generation model model language data generation system model analysis,AI,Claude,0.773,45.92,0.794,0.858,0.762,0.791,10.3,0.033
TXT_0468,research content data research data pattern analysis pattern language network generation pattern detection,Human,GPT-4,0.339,65.39,0.202,0.678,0.481,0.697,14.4,0.997
TXT_0469,system research generation system network learning system system research algorithm learning,AI,Gemini,0.143,42.87,0.959,0.296,0.68,0.996,14.9,0.099
TXT_0470,network learning language analysis language algorithm analysis network research,Human,Gemini,0.858,45.35,0.502,0.562,0.897,0.014,15.5,0.683
TXT_0471,pattern network data network language algorithm model research content algorithm detection algorithm algorithm,AI,Gemini,0.309,72.61,0.917,0.715,0.136,0.355,14.7,0.253
TXT_0472,pattern system algorithm pattern research model model algorithm detection analysis research pattern research detection,AI,GPT-4,0.659,94.41,0.707,0.728,0.25,0.281,11.4,0.392
TXT_0473,language detection pattern detection pattern generation data pattern detection data pattern,AI,Human,0.566,58.81,0.722,0.667,0.543,0.262,9.9,0.646
TXT_0474,analysis data learning detection detection network data research detection language network data,AI,Human,0.472,79.16,0.085,0.871,0.799,0.223,13.5,0.436
TXT_0475,research algorithm model analysis learning system detection generation data data network network pattern,Human,Gemini,0.496,18.03,0.22,0.87,0.036,0.709,13.1,0.251
TXT_0476,data content learning pattern pattern data detection model generation,Human,Claude,0.732,29.0,0.009,0.579,0.984,0.085,10.9,0.334
TXT_0477,detection content learning data system algorithm detection model system language network detection,Human,GPT-4,0.088,55.19,0.716,0.43,0.455,0.742,6.0,0.342
TXT_0478,data network language model learning research analysis generation learning research content detection,AI,Gemini,0.668,11.8,0.344,0.642,0.359,0.693,15.2,0.959
TXT_0479,pattern model detection system research model algorithm system detection network,AI,GPT-4,0.896,32.76,0.787,0.818,0.293,0.251,10.0,0.799
TXT_0480,network system content detection content content research generation research data analysis,AI,GPT-4,0.058,56.57,0.339,0.006,0.174,0.253,9.0,0.459
TXT_0481,learning analysis algorithm language research research model analysis pattern model learning model analysis system,AI,Human,0.141,11.35,0.819,0.992,0.792,0.629,11.9,0.2
TXT_0482,detection language algorithm research learning research data language algorithm generation,AI,Gemini,0.717,33.81,0.131,0.183,0.955,0.762,12.4,0.811
TXT_0483,pattern pattern model network analysis research model learning research generation detection algorithm language,AI,Human,0.437,56.26,0.173,0.47,0.414,0.876,7.3,0.157
TXT_0484,research learning algorithm pattern algorithm generation analysis learning learning system,Human,Gemini,0.404,61.58,0.341,0.872,0.952,0.852,14.2,0.21
TXT_0485,detection system pattern detection algorithm detection network system algorithm content data data learning,Human,GPT-4,0.137,93.32,0.408,0.225,0.824,0.965,8.2,0.366
TXT_0486,generation analysis system content algorithm network learning language system network system language,Human,Human,0.507,68.08,0.349,0.477,0.481,0.581,7.1,0.88
TXT_0487,analysis generation pattern data detection model model system,Human,GPT-4,0.127,47.33,0.764,0.133,0.674,0.909,9.5,0.132
TXT_0488,generation model detection learning model research algorithm generation learning network learning,Human,Gemini,0.477,93.73,0.097,0.395,0.435,0.809,13.0,0.122
TXT_0489,network content algorithm algorithm algorithm language algorithm system algorithm detection,Human,Claude,0.764,80.64,0.351,0.177,0.559,0.895,15.6,0.494
TXT_0490,algorithm pattern algorithm language generation system language analysis learning pattern pattern learning network,Human,Human,0.258,28.0,0.837,0.364,0.058,0.012,13.9,0.276
TXT_0491,research learning model research algorithm algorithm system research model,Human,Human,0.481,21.78,0.067,0.373,0.696,0.966,15.3,0.569
TXT_0492,system detection language network research generation algorithm algorithm data language language system analysis analysis,AI,GPT-4,0.992,70.82,0.942,0.993,0.053,0.474,6.5,0.452
TXT_0493,generation content system generation network algorithm model content research pattern content model data language,AI,GPT-4,0.687,60.39,0.986,0.995,0.817,0.798,5.8,0.435
TXT_0494,generation system system pattern analysis content algorithm learning,AI,Claude,0.841,81.07,0.089,0.115,0.825,0.127,11.1,0.112
TXT_0495,detection network model pattern content language language research data,AI,Human,0.415,76.49,0.291,0.726,0.237,0.396,8.2,0.141
TXT_0496,system content data model system system learning detection content algorithm pattern,AI,Gemini,0.768,66.27,0.372,0.052,0.324,0.271,14.1,0.821
TXT_0497,analysis analysis network research data pattern content language generation research learning language,AI,Gemini,0.041,98.77,0.776,0.03,0.481,0.292,12.4,0.886
TXT_0498,algorithm content pattern detection research research algorithm language network data language data pattern research,AI,Human,0.123,58.02,0.596,0.105,0.597,0.123,15.7,0.235
TXT_0499,research pattern research algorithm system algorithm content research data,Human,Human,0.203,20.18,0.644,0.965,0.287,0.806,7.8,0.113
TXT_0500,data detection language analysis detection pattern network learning content,Human,Human,0.402,84.54,0.758,0.941,0.592,0.009,10.3,0.053
TXT_0501,content network generation learning system research learning pattern pattern generation model analysis learning learning,AI,Claude,0.846,32.67,0.118,0.194,0.298,0.313,10.5,0.608
TXT_0502,analysis research learning analysis analysis pattern analysis algorithm generation algorithm model detection,Human,Gemini,0.346,79.96,0.833,0.162,0.055,0.174,7.6,0.715
TXT_0503,system algorithm algorithm detection generation detection pattern system network analysis language content,Human,Gemini,0.655,96.14,0.706,0.241,0.003,0.589,11.5,0.373
TXT_0504,system model research model analysis system pattern model pattern model pattern detection,Human,GPT-4,0.709,72.71,0.577,0.516,0.101,0.254,9.9,0.68
TXT_0505,network system analysis algorithm data learning content learning generation language network system,Human,GPT-4,0.586,63.64,0.89,0.57,0.792,0.259,9.9,0.713
TXT_0506,analysis content learning content research analysis language data detection model content,Human,Human,0.357,51.43,0.7,0.222,0.961,0.488,9.0,0.935
TXT_0507,language analysis pattern content content algorithm algorithm detection language analysis detection algorithm generation data,AI,GPT-4,0.577,42.8,0.202,0.757,0.427,0.653,5.2,0.065
TXT_0508,system detection analysis analysis generation pattern network network algorithm system,Human,Claude,0.342,41.77,0.43,0.31,0.513,0.121,10.7,0.192
TXT_0509,research model research network pattern data research algorithm content analysis data data detection,AI,Gemini,0.084,67.27,0.494,0.922,0.147,0.176,8.7,0.069
TXT_0510,network data model algorithm data system language detection,AI,Gemini,0.993,77.61,0.055,0.657,0.551,0.247,5.0,0.868
TXT_0511,research data algorithm research language model research system,AI,GPT-4,0.127,71.07,0.955,0.436,0.145,0.974,8.4,0.793
TXT_0512,data learning learning research generation analysis detection learning generation pattern learning generation,Human,Human,0.072,27.86,0.129,0.79,0.611,0.397,8.1,0.575
TXT_0513,content learning system language data generation language data,AI,GPT-4,0.879,54.46,0.697,0.818,0.933,0.599,9.3,0.084
TXT_0514,algorithm algorithm detection language analysis generation model algorithm analysis language algorithm algorithm model,AI,Human,0.302,81.25,0.506,0.29,0.196,0.242,6.5,0.273
TXT_0515,research language detection content algorithm language algorithm system pattern content model,AI,Claude,0.65,52.81,0.026,0.34,0.765,0.49,10.6,0.298
TXT_0516,generation algorithm research generation content generation learning algorithm generation data,AI,Gemini,0.329,58.3,0.925,0.936,0.024,0.074,12.6,0.561
TXT_0517,algorithm network data generation detection analysis data language content network,Human,Claude,0.391,79.4,0.852,0.165,0.375,0.035,11.9,0.258
TXT_0518,generation model system model learning language system learning system system analysis,AI,Gemini,0.262,69.51,0.524,0.042,0.111,0.469,13.8,0.073
TXT_0519,content model data generation network content learning analysis learning research network pattern analysis,AI,Claude,0.343,46.84,0.229,0.454,0.352,0.399,10.0,0.731
TXT_0520,research pattern generation generation learning content network algorithm content generation network,AI,GPT-4,0.411,90.59,0.122,0.801,0.174,0.137,10.7,0.299
TXT_0521,analysis detection language system learning detection model network language data research algorithm system,AI,Claude,0.72,24.63,0.363,0.772,0.373,0.688,13.9,0.452
TXT_0522,algorithm model generation content learning analysis algorithm system detection pattern,Human,Claude,0.512,99.6,0.255,0.92,0.418,0.993,9.7,0.128
TXT_0523,generation pattern network system network algorithm detection pattern research pattern network content,AI,GPT-4,0.944,20.7,0.507,0.533,0.301,0.396,12.7,0.803
TXT_0524,model analysis algorithm language data detection language language language system,AI,Gemini,0.042,11.35,0.966,0.1,0.657,0.625,9.8,0.566
TXT_0525,pattern detection algorithm pattern pattern research language generation content,AI,Gemini,0.503,90.1,0.575,0.589,0.919,0.963,9.6,0.902
TXT_0526,generation network algorithm model system learning content language analysis system research algorithm network analysis,AI,GPT-4,0.584,32.05,0.89,0.778,0.401,0.832,13.4,0.495
TXT_0527,content generation research generation network analysis research research,AI,Claude,0.92,75.67,0.651,0.093,0.192,0.464,6.9,0.941
TXT_0528,pattern algorithm analysis analysis research generation pattern analysis research analysis,AI,Claude,0.049,82.99,0.475,0.173,0.271,0.737,8.7,0.892
TXT_0529,pattern research data algorithm pattern research pattern detection pattern analysis network algorithm data,Human,Claude,0.573,87.31,0.855,0.012,0.854,0.128,7.5,0.576
TXT_0530,research network research generation analysis system content model generation network generation,AI,Human,0.854,99.24,0.471,0.594,0.572,0.512,9.0,0.934
TXT_0531,research research detection model model learning analysis content pattern system language,Human,Gemini,0.242,36.46,0.869,0.887,0.455,0.279,7.5,0.323
TXT_0532,data detection language data analysis data data learning learning data generation language algorithm algorithm,Human,Claude,0.876,73.92,0.292,0.671,0.15,0.161,11.4,0.366
TXT_0533,pattern analysis system detection model analysis data learning pattern research generation network,AI,Gemini,0.019,20.39,0.129,0.982,0.45,0.426,13.8,0.045
TXT_0534,learning algorithm detection language learning pattern generation language pattern model data research algorithm algorithm,Human,Claude,0.732,46.61,0.855,0.063,0.278,0.131,13.7,0.589
TXT_0535,detection content system pattern model algorithm system algorithm language data system generation pattern content,AI,GPT-4,0.933,86.32,0.587,0.903,0.943,0.699,9.0,0.722
TXT_0536,generation research model model network network pattern system language model,Human,GPT-4,0.657,43.09,0.889,0.814,0.884,0.456,15.9,0.774
TXT_0537,pattern system network research algorithm generation pattern language learning pattern,AI,Gemini,0.439,63.2,0.938,0.314,0.084,0.531,11.5,0.15
TXT_0538,research generation model algorithm generation content network generation learning research algorithm detection data generation,Human,Gemini,0.045,55.34,0.054,0.974,0.517,0.146,9.4,0.444
TXT_0539,detection analysis learning learning analysis content data network research algorithm,Human,GPT-4,0.92,68.14,0.501,0.288,0.225,0.14,14.2,0.177
TXT_0540,data research analysis learning research system detection pattern detection generation data content language,AI,Human,0.47,97.56,0.375,0.889,0.411,0.583,13.0,0.662
TXT_0541,system analysis model analysis detection content content system generation data pattern,Human,GPT-4,0.029,15.02,0.626,0.881,0.877,0.985,13.2,0.158
TXT_0542,network learning system content language model pattern algorithm content generation generation content generation system,Human,Claude,0.69,61.66,0.794,0.758,0.528,0.096,7.2,0.904
TXT_0543,content content data learning model generation data detection detection network network research pattern system,Human,Human,0.482,87.67,0.281,0.563,0.334,0.286,10.2,0.231
TXT_0544,analysis model language content generation model research detection detection analysis data model data network,Human,GPT-4,0.124,53.32,0.557,0.12,0.208,0.869,14.5,0.291
TXT_0545,generation research content language detection generation language language pattern learning,Human,Human,0.214,17.07,0.709,0.532,0.8,0.072,10.5,0.851
TXT_0546,research model generation detection detection detection algorithm system system algorithm language language pattern detection,AI,Human,0.064,60.45,0.134,0.357,0.625,0.876,12.5,0.458
TXT_0547,pattern analysis algorithm learning network algorithm network generation,Human,Human,0.574,39.89,0.814,0.792,0.468,0.524,11.5,0.024
TXT_0548,language research pattern language network system generation system pattern learning language,Human,Gemini,0.622,23.94,0.606,0.758,0.217,0.408,14.3,0.495
TXT_0549,network pattern data learning learning data pattern generation network network detection system,AI,GPT-4,0.506,86.41,0.95,0.911,0.334,0.31,8.1,0.085
TXT_0550,pattern learning content research learning model research model network research learning,AI,Gemini,0.817,56.94,0.34,0.015,0.96,0.297,11.3,0.985
TXT_0551,pattern data system model pattern detection research pattern learning research learning learning learning,AI,Gemini,0.861,93.99,0.108,0.809,0.52,0.306,6.4,0.588
TXT_0552,system data data research research learning content learning,Human,Claude,0.616,82.54,0.507,0.938,0.401,0.885,12.6,0.257
TXT_0553,learning model model network learning system detection network,Human,Claude,0.013,72.37,0.086,0.789,0.521,0.724,13.1,0.564
TXT_0554,generation learning pattern language model pattern generation content generation system learning data generation,Human,Human,0.695,10.45,0.97,0.13,0.779,0.67,5.5,0.077
TXT_0555,data content network pattern data network model detection learning generation model model language,Human,Human,0.418,48.5,0.039,0.081,0.34,0.799,12.4,0.8
TXT_0556,system network detection algorithm analysis detection system network,AI,Claude,0.566,27.77,0.754,0.021,0.179,0.257,9.6,0.925
TXT_0557,system generation model language analysis analysis detection language analysis language network,AI,Claude,0.649,91.97,0.525,0.629,0.585,0.618,6.4,0.874
TXT_0558,system model generation algorithm learning language data generation detection,Human,GPT-4,0.35,25.71,0.369,0.63,0.665,0.46,9.6,0.342
TXT_0559,detection detection pattern data language data generation detection analysis,Human,Human,0.917,35.75,0.066,0.987,0.713,0.782,7.1,0.326
TXT_0560,model analysis model language research learning research language content pattern generation language generation,Human,Human,0.134,56.52,0.622,0.398,0.882,0.309,9.6,0.035
TXT_0561,pattern algorithm content research generation network research pattern,Human,Claude,0.672,33.7,0.585,0.332,0.371,0.643,9.2,0.651
TXT_0562,content learning model detection detection content model generation content model language algorithm content,AI,GPT-4,0.004,28.89,0.281,0.624,0.075,0.882,13.1,0.535
TXT_0563,generation content generation content model learning system language model analysis data,AI,Claude,0.925,63.92,0.91,0.826,0.958,0.402,13.5,0.459
TXT_0564,learning algorithm research detection model content model pattern language network language,Human,Claude,0.113,18.0,0.304,0.937,0.435,0.067,11.7,0.908
TXT_0565,pattern system algorithm network generation network model algorithm model generation language,AI,Gemini,0.095,15.24,0.45,0.803,0.623,0.516,5.2,0.168
TXT_0566,algorithm research learning pattern learning research pattern learning algorithm content analysis pattern learning,Human,Human,0.333,43.5,0.544,0.427,0.666,0.346,15.2,0.01
TXT_0567,model research data system pattern detection detection network learning network algorithm,Human,GPT-4,0.374,74.86,0.1,0.635,0.547,0.672,12.5,0.073
TXT_0568,system research language analysis pattern system pattern system language analysis,AI,Gemini,0.214,59.93,0.932,0.856,0.205,0.951,5.4,0.223
TXT_0569,research language model network pattern detection learning system,Human,Human,0.585,48.06,0.375,0.491,0.755,0.486,14.0,0.033
TXT_0570,detection analysis network data analysis language data research system algorithm,AI,Claude,0.443,60.92,0.081,0.217,0.804,0.466,7.2,0.503
TXT_0571,detection learning data network content pattern research content research model pattern network,Human,GPT-4,0.034,42.89,0.387,0.17,0.553,0.655,11.4,0.314
TXT_0572,detection content algorithm system analysis learning language system detection system research,AI,Human,0.32,94.25,0.6,0.0,0.489,0.103,10.1,0.18
TXT_0573,pattern research generation data learning data analysis generation network analysis,Human,Claude,0.81,14.94,0.514,0.718,0.114,0.254,9.6,0.75
TXT_0574,model pattern learning research algorithm pattern data analysis,AI,Gemini,0.69,70.61,0.695,0.111,0.084,0.919,14.8,0.204
TXT_0575,language data network detection language language learning pattern learning content,Human,GPT-4,0.725,90.22,0.055,0.244,0.34,0.67,9.8,0.688
TXT_0576,learning data research data research detection pattern detection pattern pattern language content research language,Human,Human,0.698,82.35,0.285,0.298,0.311,0.013,5.8,0.349
TXT_0577,network pattern research detection data algorithm learning algorithm generation generation data,AI,Gemini,0.311,26.56,0.819,0.56,0.954,0.205,15.4,0.512
TXT_0578,system detection pattern language content learning algorithm data system,Human,Claude,0.1,36.63,0.08,0.398,0.784,0.683,15.1,0.934
TXT_0579,language system detection generation generation detection detection research model detection,AI,Claude,0.272,74.53,0.855,0.675,0.66,0.764,12.5,0.037
TXT_0580,research learning research analysis generation language analysis data algorithm algorithm,AI,Human,0.832,17.58,0.092,0.056,0.518,0.84,10.1,0.5
TXT_0581,learning research algorithm system detection system pattern learning content language,Human,Claude,0.98,83.07,0.834,0.124,0.167,0.292,6.0,0.854
TXT_0582,research language detection data network network network algorithm content,Human,GPT-4,0.494,74.7,0.361,0.499,0.978,0.931,13.7,0.588
TXT_0583,content pattern research research content learning research learning detection analysis system generation,Human,Human,0.01,75.66,0.612,0.337,0.375,0.553,5.8,0.277
TXT_0584,language research content system pattern system model language detection content,Human,Gemini,0.14,19.02,0.153,0.296,0.107,0.697,5.8,0.398
TXT_0585,content research pattern data analysis learning data language analysis,AI,Human,0.322,74.6,0.066,0.067,0.494,0.597,10.9,0.68
TXT_0586,learning pattern pattern algorithm content data research generation detection network,Human,Human,0.579,71.18,0.216,0.896,0.874,0.123,6.8,0.891
TXT_0587,learning generation research system content generation system research analysis model analysis content generation,Human,Gemini,0.075,84.78,0.128,0.692,0.887,0.963,5.1,0.041
TXT_0588,content system pattern model research detection learning analysis analysis,Human,Claude,0.943,13.74,0.312,0.122,0.011,0.123,9.7,0.072
TXT_0589,network language model learning analysis learning detection research generation learning analysis,AI,Gemini,0.365,12.08,0.514,0.065,0.886,0.255,6.5,0.325
TXT_0590,model content pattern data algorithm pattern algorithm data learning model learning detection detection detection,Human,GPT-4,0.913,43.57,0.589,0.975,0.271,0.814,6.8,0.233
TXT_0591,content model language language pattern data detection detection learning network analysis system generation,AI,Claude,0.781,23.39,0.79,0.681,0.039,0.619,5.8,0.265
TXT_0592,content learning research detection model language language learning model generation network system pattern analysis,Human,Human,0.755,60.25,0.656,0.417,0.848,0.838,7.3,0.221
TXT_0593,generation generation system generation pattern research research language algorithm algorithm research data network model,AI,Claude,0.607,92.56,0.609,0.702,0.864,0.516,12.9,0.196
TXT_0594,network content generation analysis generation network language research detection system content research network language,Human,Claude,0.627,45.23,0.412,0.756,0.596,0.377,13.9,0.131
TXT_0595,pattern analysis detection network model learning system network language research model data system detection,Human,GPT-4,0.638,86.05,0.474,0.78,0.574,0.922,10.0,0.934
TXT_0596,language research network generation analysis language detection generation detection,AI,Claude,0.629,10.02,0.415,0.478,0.813,0.036,10.6,0.144
TXT_0597,detection model learning analysis model pattern algorithm research model language research,Human,Claude,0.554,25.17,0.842,0.43,0.786,0.856,5.4,0.204
TXT_0598,content system content network system detection system language language,Human,Claude,0.986,12.74,0.23,0.011,0.89,0.231,5.8,0.246
TXT_0599,system analysis content generation pattern research network system network generation,Human,Human,0.732,39.53,0.006,0.927,0.553,0.849,7.8,0.933
TXT_0600,detection generation detection system generation system pattern detection data data generation language,AI,Claude,0.777,91.74,0.651,0.603,0.968,0.139,11.0,0.756
TXT_0601,data research language research pattern pattern data data algorithm algorithm system generation,Human,Gemini,0.872,18.73,0.202,0.203,0.996,0.58,13.1,0.79
TXT_0602,learning data network data pattern algorithm system pattern data content language,AI,Claude,0.216,64.58,0.89,0.92,0.117,0.888,11.7,0.105
TXT_0603,pattern network content system system research model content research algorithm analysis network language,AI,GPT-4,0.084,50.63,0.859,0.915,0.85,0.474,9.3,0.836
TXT_0604,generation detection algorithm algorithm analysis content model language,AI,Claude,0.483,94.46,0.077,0.989,0.5,0.747,6.3,0.408
TXT_0605,analysis language generation content learning content system detection,Human,Claude,0.514,21.03,0.106,0.874,0.388,0.805,13.6,0.263
TXT_0606,network detection content model pattern detection language model detection language content language data,AI,Human,0.829,29.08,0.495,0.998,0.613,0.736,9.0,0.576
TXT_0607,content algorithm learning language analysis learning content model data generation,AI,Gemini,0.444,12.66,0.609,0.245,0.056,0.925,13.1,0.822
TXT_0608,algorithm system pattern pattern network content learning research model model model generation system,Human,Claude,0.571,49.05,0.275,0.842,0.506,0.447,10.6,0.779
TXT_0609,model language pattern model content system detection data data system network generation,AI,Gemini,0.527,35.0,0.717,0.823,0.871,0.173,13.1,0.89
TXT_0610,research pattern language algorithm content analysis data detection system research system algorithm research,AI,GPT-4,0.038,88.29,0.595,0.231,0.213,0.048,15.0,0.928
TXT_0611,model language system language language language detection analysis data language,Human,Human,0.615,64.44,0.325,0.098,0.426,0.246,15.1,0.238
TXT_0612,learning pattern analysis network generation data model data algorithm research,Human,Gemini,0.828,65.27,0.025,0.979,0.939,0.143,10.9,0.424
TXT_0613,system language research research language data language pattern algorithm language system system,AI,Human,0.158,57.87,0.75,0.296,0.429,0.558,10.6,0.015
TXT_0614,network generation algorithm network content content analysis research system data system detection detection,Human,Claude,0.594,18.27,0.215,0.871,0.358,0.185,7.9,0.879
TXT_0615,pattern detection model system analysis network content system system detection pattern language model algorithm,Human,GPT-4,0.594,50.05,0.834,0.004,0.441,0.039,15.3,0.155
TXT_0616,algorithm data generation system model learning detection research detection content,Human,Human,0.164,99.96,0.42,0.021,0.519,0.036,10.0,0.861
TXT_0617,pattern content network generation algorithm pattern pattern analysis system learning network research,AI,Claude,0.123,85.17,0.577,0.466,0.632,0.832,6.4,0.329
TXT_0618,language analysis language content model content generation model content research detection content,AI,Gemini,0.98,90.41,0.873,0.239,0.801,0.591,9.8,0.368
TXT_0619,research research pattern detection model algorithm data system network data analysis algorithm,Human,GPT-4,0.394,84.09,0.864,0.69,0.452,0.358,6.4,0.039
TXT_0620,model analysis learning pattern algorithm pattern data analysis learning content,AI,GPT-4,0.227,19.27,0.372,0.566,0.817,0.894,10.5,0.327
